course_code,course_title,prereq_codes,prereq_details
HIST 149,History of the CIA,['AMST 149'],[]
HIST 150,America in the 1960s: An Introduction,['AMST 150'],[]
HIST 151N,Technology and Society in American History,"['AMST 151N', 'STS 151N']",[]
HIST 152,African American History,['AFAM 152'],[]
HIST 153,Native American History,[],[]
HIST 154,History of Welfare and Poverty in the United States,[],[]
HIST 155,American Business History,['AMST 155'],[]
HIST 156,History of the American Worker,[],[]
HIST 157,Railroads and American Society,[],[]
HIST 158,History of American Immigration,[],[]
HIST 159,History of the FBI,['CRIMJ 159'],[]
HIST 160,American Naval History,[],[]
HIST 161,The Battle of Gettysburg in American Historical Memory,['AMST 161'],[]
HIST 162N,The Pursuit of Happiness in American Life: Historical Literature and Modern Practice,['ENGL 161N'],[]
HIST 163,Asian History Through Film,[],[]
HIST 164,The History of Brazil,['AFAM 164'],[]
HIST 165,"Islamic States, Societies and Cultures c. 600-1500","['ARAB 165', 'RLST 165']",[]
HIST 166,History of Sexuality,[],[]
HIST 169,The Indian Ocean World,[],[]
HIST 170,South Asia to 1500,[],[]
HIST 172,Introduction to Japanese Civilization,"['ASIA 172', 'JAPNS 172']",[]
HIST 173,Vietnam in War and Peace,[],[]
HIST 174,East Asia to 1800,['ASIA 174'],[]
HIST 175,East Asia since 1800,['ASIA 175'],[]
HIST 176,Survey of Indian History,['ASIA 176'],[]
HIST 177,Rise of Modern Southeast Asia,['ASIA 177'],[]
HIST 178,Latin-American History to 1820,[],[]
HIST 179,Latin-American History Since 1820,[],[]
HIST 180,Ancient Warfare,['CAMS 180'],[]
HIST 181,Introduction to the Middle East,['JST 181'],[]
HIST 182,"Asian Trade: Economy, Industrialization and Capitalism in Asia",['ASIA 182'],[]
HIST 183,"Gender, Family, and Society in East Asia",['ASIA 183'],[]
HIST 184,Society and Culture in the Pacific War,[],[]
HIST 186,The Silk Roads,"['ASIA 186', 'JST 186']",[]
HIST 187,Global Taiwan,['ASIA 187'],[]
HIST 188,"Tibet: People, Places and Spaces",['ASIA 188'],[]
HIST 190,The Middle East Today,['JST 190'],[]
HIST 191,Early African History,['AFR 191'],[]
HIST 192,Modern African History,['AFR 192'],[]
HIST 192H,Modern African History,['AFR 192H'],[]
HIST 193,Modern Iran,['JST 193'],[]
HIST 194,Jerusalem: Sacred and Profane,"['CAMS 194', 'JST 194', 'RLST 194']",[]
HIST 195,Genocide in Global perspectives: Twentieth Century and beyond,"['GER 123', 'JST 195']",[]
HIST 197,Special Topics,[],[]
HIST 199,Foreign Studies,[],[]
HIST 200,American Local History,[],[]
HIST 203N,"History of Monsters, Aliens & the Supernatural",[],[]
HIST 210,"Freedom's First Generation: African American Life and Work, from the Civil War to World War II",['AFAM 210'],[]
HIST 211,Slavery and Freedom in the Black Atlantic,['AFAM 211'],[]
HIST 212N,Earthquakes and Human History,[],[]
HIST 213Y,African American Women's History,"['AFAM 213Y', 'WMNST 213Y']",[]
HIST 238N,Society and Culture in Palestine/Israel,[],[]
HIST 240Q,Artistic Patronage in Europe,"['CMLIT 240Q', 'IT 240Q', 'WMNST 240Q']",[]
HIST 245,Middle Eastern Cities,[],[]
HIST 250,Introduction to the Caribbean,['AFAM 250'],[]
HIST 252,Revolutions in the Middle East,[],[]
HIST 255N,History of the Book,[],[]
HIST 260,The Middle East in Film,['JST 260'],[]
HIST 266Y,Sexuality and Violence in Nineteenth-Century America,['WMNST 266Y'],[]
HIST 292N,Witches and Witchcraft from the Middle Ages to the Present,['ARTH 292N'],[]
HIST 294,Research Project,[],[]
HIST 296,Independent Studies,[],[]
HIST 296A,**SPECIAL TOPICS**,[],[]
HIST 297,Special Topics,[],[]
HIST 297N,Special Topics - Inter Domain,[],[]
HIST 299,Foreign Studies,[],[]
HIST 301W,Scope and Methods of History,[],[]
HIST 302M,Undergraduate Seminar,[],[]
HIST 302W,Undergraduate Seminar,[],[]
HIST 305Y,Middle East Studies Research Workshop,['JST 305Y'],[]
HIST 320,Contemporary World History and Issues,[],[]
HIST 320W,Contemporary World History and Issues,[],[]
HIST 395,Internship,[],[]
HIST 399,Foreign Study--History,[],[]
HIST 400,Global History of Food and Famine,[],[]
HIST 402N,Russian Economic History,"['ECON 102', 'ECON 104']",['and']
HIST 404,Advanced Public History,[],[]
HIST 405Y,The Roman Empire,"['HIST 101', '3']",['or']
HIST 406W,Research in Medieval Sources,[],[]
HIST 407,Early Medieval Society,['HIST 107'],[]
HIST 408,Church and State in the High Middle Ages,['HIST 107'],[]
HIST 409Y,Antisemitisms,"['JST 409Y', 'RLST 407Y', 'RLST 409Y']",[]
HIST 411,Medieval Britain,[],[]
HIST 412,Intellectual History of the Middle Ages,['HIST 107'],[]
HIST 413,Medieval Celtic Studies,[],[]
HIST 414,Renaissance and Reformation,[],[]
HIST 416,Zionism,['JST 416'],[]
HIST 417,The Age of Absolutism,[],[]
HIST 418,The French Revolution and the Napoleonic Era,[],[]
HIST 420,Recent European History,[],[]
HIST 421,The History of European Women,['HIST 117'],[]
HIST 424,Comparative History of Sports and Politics,[],[]
HIST 425,History of the Incas,[],[]
HIST 426,Holocaust,[],[]
HIST 427,Germany Since 1860,[],[]
HIST 428,The Darwinian Revolution,[],[]
HIST 429,"Europe in the Age of Nationalism, 1789-1914",[],[]
HIST 430,Eastern Europe in Modern Times,[],[]
HIST 431,Black Liberation and American Foreign Policy,[],[]
HIST 432,Between Nation and Empire: The Caribbean in the 20th Century,['HIST 250'],[]
HIST 433,"Imperial Russia, 1700-1917",['HIST 141'],[]
HIST 434,History of the Soviet Union,['HIST 141'],[]
HIST 435,Topics in European History,[],[]
HIST 436,"Great Britain Under the Tudors and Stuarts, 1485-1688",[],[]
HIST 437,Great Britain 1688-1867,[],[]
HIST 438,Great Britain 1867-Present,[],[]
HIST 439,Women and the Holocaust,['HIST 121'],[]
HIST 440,Colonial America to 1753,['3'],[]
HIST 441,"Revolutionary America, 1753-1783",['3'],[]
HIST 442,"The Early American Republic, 1783-1850",[],[]
HIST 443,Jewish Histories of the Middle East,['JST 443'],[]
HIST 444,The United States in Civil War and Reconstruction--1850-1877,['HIST 130'],[]
HIST 444W,The United States in Civil War and Reconstruction--1850-1877,['HIST 130'],[]
HIST 445,The Emergence of Modern America,['3'],[]
HIST 446,America Between the Wars,[],[]
HIST 447,Recent American History,['3'],[]
HIST 448,America in the 1960s,[],[]
HIST 449,Constitutional History of the United States to 1877,['3'],[]
HIST 450,Constitutional History of the United States Since 1877,['3'],[]
HIST 451,The Consumer Revolution,[],[]
HIST 453,American Environmental History,[],[]
HIST 454,American Military History,[],[]
HIST 455,The History of Epidemics,[],[]
HIST 457,Hiroshima & the Holocaust in History and Memory,[],[]
HIST 458Y,History of Work in America,['LHR 100'],[]
HIST 459Y,Social and Cultural History of the United States Since 1783,[],[]
HIST 460Y,Research Seminar in History of Asian Religion & Medicine,[],[]
HIST 461,The Emergence of the American City: 1100-1880,[],[]
HIST 462,The Twentieth Century City,[],[]
HIST 465,The Post-World War II Civil Rights Movement,['HIST 152'],[]
HIST 466,Lesbian and Gay History,[],[]
HIST 467,Latin America and the United States,['LTNST 467'],[]
HIST 468,Mexico and the Caribbean Nations in the Twentieth Century,[],[]
HIST 469,Drugs and Drug Policy in the United States,[],[]
HIST 470,"Modern Bondage: Slavery in the Americas, 1492-1888","['HIST 152', 'HIST 178', 'HIST 192']",['or']
HIST 471Y,"Classical Islamic Civilization, 600-1258",['RLST 471Y'],[]
HIST 472,The Ottoman Empire,[],[]
HIST 473,The Contemporary Middle East,['JST 473'],[]
HIST 474,Early Modern Japan,"['HIST 172', 'HIST 174']",['or']
HIST 475Y,The Making and Emergence of Modern India,"['HIST 172', 'HIST 175', 'HIST 176', 'HIST 181', 'HIST 191']",['or']
HIST 478,American Military History Since 1900,[],[]
HIST 479,History of Imperialism and Nationalism in Africa,[],[]
HIST 480,Japan in the Age of Warriors,['ASIA 480'],[]
HIST 481,Modern Japan Since 1800,"['HIST 172', 'HIST 174', 'HIST 175']",['or']
HIST 482,Confucius and the Great Books of China,"['ASIA 3', 'ASIA 100', 'ASIA 104', 'ASIA 175', 'ASIA 181', 'HIST 175', 'CHNS 120', 'ENGL 15', 'RLST 3', 'RLST 181']",[]
HIST 483,Middle China,['HIST 174'],[]
HIST 484Y,History of Chinese Thought,"['HIST 174', 'HIST 175']",['or']
HIST 485Y,"China's Last Empire: The Qing Dynasty, 1644-1911",['HIST 175'],[]
HIST 486,China in Revolution,['HIST 175'],[]
HIST 488,American Diplomacy Since 1914,[],[]
HIST 490,Archival Management,['LST 490'],[]
HIST 491,"British Civil Wars and Revolutions, 1639-1651","['HIST 134', 'HIST 436']",['or']
HIST 492,Witchcraft in Early Modern Europe,[],[]
HIST 493,History of Death and Mourning,"['HIST 1', 'HIST 2', 'HIST 10', 'HIST 11', 'HIST 20', 'HIST 21']",['or']
HIST 494,Research Project,[],[]
HIST 494H,Research Project,[],[]
HIST 495,Internship,[],[]
HIST 496,Independent Studies,[],[]
HIST 496A,**SPECIAL TOPICS**,[],[]
HIST 496H,Independent Studies,[],[]
HIST 497,Special Topics,[],[]
HIST 499,Foreign Study--History,[],[]
HDFS 97,Special Topics,[],[]
HDFS 101N,Helping People: Introduction to Understanding Social Problems & How to Help,[],[]
HDFS 108N,Art and Science of Human Flourishing,[],[]
HDFS 109,"Community, Connection, and Contemplation","['HDFS 108N', 'HDFS 109']",['or']
HDFS 129,Introduction to Human Development and Family Studies,[],[]
HDFS 129S,Introduction to Human Development and Family Studies,[],[]
HDFS 175N,Introduction to Youth Development and Arts-based Social Justice,['ENGL 15'],[]
HDFS 197,Special Topics,[],[]
HDFS 197N,Special Topics - InterDomain,[],[]
HDFS 200,Quantitative Skills for Human Services,[],[]
HDFS 210,"Ethnicity, Health and Aging",[],[]
HDFS 215N,Global health and families,[],[]
HDFS 216,Personal and Interpersonal Skills,[],[]
HDFS 229,Infant and Child Development,[],[]
HDFS 230,Overview of Curricular Practices in Early Childhood Care and Education,['HDFS 229'],[]
HDFS 231,Guidance in Early Childhood Care and Education,['HDFS 229'],[]
HDFS 232,Creativity and Play in Early Childhood Care and Education,['HDFS 229'],[]
HDFS 233,Emergent Language and Literacy: Development and Practice in Early          Childhood Care and Educat,['HDFS 229'],[]
HDFS 239,Adolescent Development,[],[]
HDFS 245N,"Health, humanity, and longevity: Conversations with elders",[],[]
HDFS 249N,Adult Development and Aging,[],[]
HDFS 250,Sexual Identity over the Life Span,[],[]
HDFS 250H,Sexual Identity Over The Lifespan,[],[]
HDFS 254N,Reading Our Lives: Understanding Diversity and Human Development through Memoirs,[],[]
HDFS 258N,Introduction to Child Maltreatment and Advocacy Studies,"['CMAS 258N', 'SOC 258N']",[]
HDFS 287Y,Intercultural Community-Building,[],[]
HDFS 296,Independent Studies,[],[]
HDFS 297,Special Topics,[],[]
HDFS 298,Special Topics,[],[]
HDFS 300,Honors Seminar:  Concepts and Issues in Human Development and Family       Studies,['HDFS 129'],[]
HDFS 301,Values and Ethics in Health and Human Development Professions,[],[]
HDFS 302A,Leadership and Technology Skills for Human Services Professionals A,['HDFS 129'],[]
HDFS 310M,Seminar in Honors--Research Methods,[],[]
HDFS 311,Human Development and Family Studies Interventions,['HDFS 129'],[]
HDFS 312W,Empirical Inquiry in Human Development,"['EDPSY 101', 'STAT 200']","['or', 'or']"
HDFS 314,Understanding Human Development and Family Research,['HDFS 312W'],[]
HDFS 315,Family Development,['HDFS 129'],[]
HDFS 315Y,Family Development,['HDFS 129'],[]
HDFS 330,"Observation or Experience with Children, Youth, and Families","['HDFS 229', 'PSYCH 212']",['or']
HDFS 345,CONTEMPORARY URBAN ISSUES AND SOCIAL JUSTICE FRAMEWORKS,"['HDFS 175N', 'HDFS 129', 'HDFS 239']","['or', 'or']"
HDFS 395,Internship,[],[]
HDFS 397,Special Topics,[],[]
HDFS 400,Youth Development and Social Justice Capstone Seminar,"['HDFS 175N', 'HDFS 345', 'ENGL 15', 'HDFS 239']","['or', 'or', 'or']"
HDFS 401,"Project Planning, Implementation, and Evaluation in the Human Services","['HDFS 312W', 'HDFS 411']","['and', 'or']"
HDFS 402,Human Services Seminar,['HDFS 401'],[]
HDFS 405,Gender and Social Development,"['HDFS 129', 'HDFS 312W']","['and', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or']"
HDFS 410,Communities and Families,['HDFS 312W'],[]
HDFS 411,The Helping Relationship,"['HDFS 311', 'HDFS 312W']","['and', 'or', 'or', 'or', 'and']"
HDFS 412,Adult-Child Relationships,"['PSYCH 212', 'HDFS 311', 'HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['or', 'and', 'and', 'and', 'or']"
HDFS 413,Developmental Problems in Adulthood,"['HDFS 129', 'HDFS 312W']","['or', 'and']"
HDFS 414,Resolving Human Development and Family Problems,['HDFS 312W'],[]
HDFS 415,Program Development in Family Relationships,"['HDFS 311', 'HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['and', 'and', 'or']"
HDFS 416,Racial and Ethnic Diversity and the American Family,[],[]
HDFS 417,Biocultural Studies of Family Organization,"['HDFS 129', 'HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['and', 'and', 'or', 'or', 'or']"
HDFS 418,Family Relationships,"['HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['and', 'or']"
HDFS 424,Family Development in an Economic Context,"['HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['and', 'or']"
HDFS 427,Developmental Sport & Exercise Psychology,"['PSYCH 100', 'KINES 321', 'HDFS 129', 'PSYCH 212']","['and', 'or', 'or']"
HDFS 428,Infant Development,"['HDFS 229', 'HDFS 312W']","['or', 'and']"
HDFS 429,Advanced Child Development,"['HDFS 229', 'HDFS 312W']","['or', 'and']"
HDFS 430,Experience in Preschool Groups,"['HDFS 229', 'PSYCH 212', 'HDFS 312W', 'HDFS 330']","['or', 'and', 'and']"
HDFS 431,Family Disorganization: Stress Points in the Contemporary Family,[],[]
HDFS 432,Developmental Problems in Childhood and Adolescence,"['HDFS 229', 'HDFS 239', 'PSYCH 212', 'HDFS 312W']","['and', 'or', 'and']"
HDFS 433,Developmental Transition to Adulthood,"['HDFS 239', 'HDFS 312W']",['and']
HDFS 434,Perspectives on Aging,[],[]
HDFS 440,Family Policy,[],[]
HDFS 445,Development Throughout Adulthood,"['HDFS 312W', 'PSYCH 301W', 'PSYCH 200', 'STAT 200']","['and', 'or', 'and', 'or', 'or', 'and', 'or', 'or']"
HDFS 447,Issues in Gerontology,"['HDFS 445', 'HDFS 312W']","['or', 'and']"
HDFS 448,Death and Bereavement,"['HDFS 229', 'HDFS 239', 'PSYCH 212', 'HDFS 301', 'HDFS 312W', 'PSYCH 301W']","['or', 'or', 'or', 'and', 'and', 'or']"
HDFS 451,"Adoption: Policy, Practice, and Experience",[],[]
HDFS 452,"Child Maltreatment Prevention, Intervention, and Legal Issues","['HDFS 229', 'HDFS 239', 'HDFS 312W']","['or', 'and']"
HDFS 453,Family Participation and Involvement in Child Services,"['HDFS 229', 'HDFS 312W', 'HDFS 315', 'HDFS 315Y']","['and', 'and', 'or']"
HDFS 455,Development and Administration of Human Services Programs,['HDFS 311'],[]
HDFS 465,Child Maltreatment: Prevention and Treatment,"['CMAS 258N', 'HDFS 258N', 'SOC 258N']","['or', 'or']"
HDFS 467,Autism: Providing Professional Support for Individuals and Families,"['HDFS 229', 'HDFS 239', 'HDFS 312W', 'PSYCH 212']","['or', 'and', 'or']"
HDFS 469U,Family Change in the Global Economy,[],[]
HDFS 480,"Health Disparities: Context, Causes, and Consequences","['HDFS 312W', 'BBH 301W', 'PSYCH 301W']","['or', 'or', 'and', 'or', 'or', 'or', 'or']"
HDFS 485,"Supporting Healthy Development: Understanding Systems, Successes, and Challenges","['HDFS 301', 'HDFS 312W']",[]
HDFS 490,Professional Development and Preparation for Internship Experience,"['HDFS 301', 'HDFS 312W']","['and', 'and']"
HDFS 492,Palliative Care and Bereavement,"['HDFS 129', 'PSYCH 100', 'SOC 1']","['or', 'or']"
HDFS 494,Research Project,[],[]
HDFS 494H,Senior Honors Thesis,[],[]
HDFS 495A,Internship:  Advanced Experience,"['HDFS 490', 'HDFS 301', 'HDFS 455']","['and', 'and', 'and']"
HDFS 495B,Internship:  Advanced Project,['HDFS 495A'],[]
HDFS 495C,Professional Practicum in Human Services,"['HDFS 401', 'HDFS 490']",['or']
HDFS 496,Independent Studies,[],[]
HDFS 497,Special Topics,[],[]
HDFS 498,Special Topics,[],[]
HDFS 499,Foreign Studies,[],[]
HDFS 499A,**SPECIAL TOPICS**,[],[]
HDFS 499B,**SPECIAL TOPICS**,[],[]
HDFS 499C,**SPECIAL TOPICS**,[],[]
SOC 1,Introductory Sociology,[],[]
SOC 1W,Introductory Sociology,[],[]
SOC 3,Introductory Social Psychology,[],[]
SOC 5,Social Problems,[],[]
SOC 12,Criminology,"['CRIM 12', 'CRIMJ 12']",[]
SOC 12H,Honors Criminology,"['CRIM 12H', 'CRIMJ 12H']",[]
SOC 13,Juvenile Delinquency,['CRIMJ 13'],[]
SOC 15,Urban Sociology,[],[]
SOC 19,Sociology of Popular Culture,[],[]
SOC 20N,Critical Media Literacy,['COMM 20N'],[]
SOC 23,Population and Policy Issues,[],[]
SOC 30,Sociology of the Family,[],[]
SOC 30H,Sociology of Family - Honors,[],[]
SOC 35,Sociology of Aging,[],[]
SOC 60N,Society and Cultures in Modern Israel,"['ANTH 60N', 'JST 60N', 'PLSC 60N']",[]
SOC 83,First-Year Seminar in Sociology,[],[]
SOC 103,Racism and Sexism,"['AFAM 103', 'WMNST 103']",[]
SOC 109,Sociological Perspectives,[],[]
SOC 110,Sociology of Gender,['WMNST 110'],[]
SOC 119N,"Race, Ethnicity and Culture",[],[]
SOC 120N,Knowing Right from Wrong,"['PHIL 120N', 'PSYCH 120N']",[]
SOC 130N,Buddhism and US Society,"['ENGL 108N', 'RLST 105N']",[]
SOC 145N,The Holocaust and Human Rights,['HIST 145N'],[]
SOC 150N,"Healthy People, Healthy Society",[],[]
SOC 162N,Communicating Care,"['CAS 162N', 'ENGL 162N']",[]
SOC 180N,"State, Society, and Public Policy",[],[]
SOC 197,Special Topics,[],[]
SOC 199,Foreign Studies,[],[]
SOC 201,Presumed Innocent? Social Science of Wrongful Conviction,['CRIM 201'],[]
SOC 205N,Critical Race Theory in the Humanities and Social Sciences,['ENGL 15'],[]
SOC 207,Research Methods in Sociology,[],[]
SOC 208N,Visual Representations of the Middle East in the US and Middle East,['ENGL 15'],[]
SOC 209,Poverty in Africa,['AFR 209'],[]
SOC 210N,Social Determinants of Health,[],[]
SOC 211,Health Inequality: Understanding the Geographies of Life and Death,[],[]
SOC 245N,"Globalization, Technology, and Ethics",['ENGL 15'],[]
SOC 258N,Introduction to Child Maltreatment and Advocacy Studies,"['CMAS 258N', 'HDFS 258N']",[]
SOC 269,Intercultural Dialogue Concepts and Practice,[],[]
SOC 290N,Cinema and Globalization,"['ENGL 15', 'ENGL 202A', 'ENGL 202B', 'ENGL 202C', 'ENGL 202D']","['and', 'or', 'or', 'or']"
SOC 294,Research Project,[],[]
SOC 296,Independent Studies,[],[]
SOC 297,Special Topics,[],[]
SOC 299,Foreign Studies,[],[]
SOC 300,Preceptorship in Sociology,[],[]
SOC 309,Sociology of Health,[],[]
SOC 369,Foundational Theory and Practice in Small Group Facilitation,[],[]
SOC 376,Introduction to Human Service Organizations,[],[]
SOC 381,Junior Honors Seminar in Sociology,[],[]
SOC 400W,Senior Research Seminar,[],[]
SOC 403,Advanced Social Psychology,[],[]
SOC 404,Social Influence and Small Groups,[],[]
SOC 405,Sociological Theory,[],[]
SOC 406,Sociology of Deviance,[],[]
SOC 408,Urban Ecology,[],[]
SOC 409,Racial and Ethnic Inequality in America,[],[]
SOC 410,The Global Impact of Education,[],[]
SOC 411,Racial and Ethnic Diversity and the American Family,[],[]
SOC 412,"Crime, Social Control, and the Legal System","['SOC 12', 'SOC 13', 'SOC 5']","['or', 'or']"
SOC 413,Advanced Criminological Theory,"['SOC 12', 'CRIM 12', 'CRIMJ 250W']","['or', 'and']"
SOC 414,Criminal Careers and the Organization of Crime,"['CRIMJ 12', 'CRIMJ 13', 'SOC 5']","['or', 'or']"
SOC 416,Sociology of Education,['EDTHP 416'],[]
SOC 419,Race and Public Policy,[],[]
SOC 422,World Population Diversity,[],[]
SOC 423,Social Demography,"['SOC 23', 'SOC 422']",['or']
SOC 424,Social Change,[],[]
SOC 425,Social Conflict,[],[]
SOC 428,Homelessness in America,[],[]
SOC 429,Social Stratification,[],[]
SOC 430,Family in Cross-Cultural Perspective,[],[]
SOC 431,Family Disorganization: Stress Points in the Contemporary Family,[],[]
SOC 432,Social Movements,[],[]
SOC 435,Perspectives on Aging,[],[]
SOC 440,Family Policy,[],[]
SOC 445,U.S. Immigration,[],[]
SOC 446,Political Sociology,[],[]
SOC 447,Ethnic Minorities and Schools in the United States,['EDTHP 447'],[]
SOC 450,Justice and the Environment,[],[]
SOC 451,"Health, Disease & Society",[],[]
SOC 455,Work and Occupations,[],[]
SOC 456,"Gender, Occupations, and Professions",[],[]
SOC 457,"Jewish Communities: Identity, Survival, and Transformation in Unexpected   Places",[],[]
SOC 459,Communities and Crime,"['SOC 12', 'CRIM 12']",['or']
SOC 461,Sociology of Religion,[],[]
SOC 466,Solving Community Problems,"['SOC 207', 'CRIM 250W']",['or']
SOC 467,Law and Society,"['CRIM 12', 'CRIMJ 12', 'CRIMJ 100']","['or', 'or', 'or']"
SOC 468,Mood-Altering Substances in Society,[],[]
SOC 469,Advanced Theory and Practice in Small Group Facilitation,['SOC 369'],[]
SOC 470,Intermediate Social Statistics,['SOC 207'],[]
SOC 471,Qualitative Research Methods in Sociology,[],[]
SOC 472,Work-Life Practices and Policies,['LHR 100'],[]
SOC 477,Sociology of Sexuality,[],[]
SOC 478,Men and Masculinities,[],[]
SOC 481H,Senior Honors Seminar in Sociology,[],[]
SOC 484,Women of Color Feminisms,[],[]
SOC 494,Research Project,[],[]
SOC 494H,Research Project,[],[]
SOC 495,Internship,[],[]
SOC 496,Independent Studies,[],[]
SOC 496H,Independent Studies,[],[]
SOC 497,Special Topics,[],[]
SOC 499,Foreign Study--Sociology,[],[]
SPLED 99,Foreign Studies,[],[]
SPLED 199,Foreign Studies,[],[]
SPLED 297,Special Topics,[],[]
SPLED 299,Foreign Studies,[],[]
SPLED 395W,Observing Special Education Settings Spanning Across School Transitions,"['SPLED 401', 'SPLED 425', 'SPLED 418']",['and']
SPLED 397,Special Topics,[],[]
SPLED 399,Foreign Studies,[],[]
SPLED 400,"Inclusive Special Ed Foundations: Legal, Characteristics, Collaboration, Assessment, and Management","['HDFS 229', 'HDFS 239']","['and', 'or']"
SPLED 400H,"Inclusive Special Ed Foundations: Legal, Characteristics, Collaboration, Assessment, and Management","['EDPSY 14', 'EDPSY 10', 'EDPSY 11', 'HDFS 229', 'HDFS 239']","['and', 'or']"
SPLED 401,Motivating Exceptional Learners,"['SPLED 395W', 'SPLED 408', 'SPLED 425']",[]
SPLED 402,Human Rights:  Historical and Current Issues in Special Education,[],[]
SPLED 403A,"Evidence-Based Instruction for Elementary Students with Disabilities in    Reading, Math, and Writin",['SPLED 400'],[]
SPLED 403B,Evidence-Based Methods for Teaching Secondary Students with Disabilities   in Inclusive Settings,['SPLED 400'],[]
SPLED 404,Working with Families and Professionals in Special Education,"['SPLED 418', 'SPLED 411', 'SPLED 412', 'SPLED 454', 'SPLED 495E']",['or']
SPLED 408,Meeting Instructional Needs of English Language Learners with Special Needs,"['EDPSY 14', 'EDPSY 10', 'EDPSY 11', 'SPLED 395W', 'SPLED 401', 'SPLED 425']",['or']
SPLED 409A,Fundamental Literacy Skills for Students with Special Needs,"['SPLED 404', 'SPLED 412', 'SPLED 411', 'SPLED 454', 'SPLED 495E', 'SPLED 409B', 'SPLED 409C', 'SPLED 495G']",['or']
SPLED 409B,Writing and Content Literacy for Students with Special Needs,"['SPLED 404', 'SPLED 411', 'SPLED 412', 'SPLED 454', 'SPLED 495E', 'SPLED 409A', 'SPLED 409C', 'SPLED 495G']",['or']
SPLED 409C,Mathematics Instruction for Students with Special Needs,"['SPLED 404', 'SPLED 411', 'SPLED 412', 'SPLED 454', 'SPLED 495E', 'SPLED 409A', 'SPLED 409B', 'SPLED 495G']",['or']
SPLED 410,Culturally Responsive Pedagogy in Special Education,"['CI 280', 'EDPSY 14', 'EDPSY 101', 'EDTHP 115', 'MATH 200', 'PSYCH 100', 'PSYCH 212']",[]
SPLED 411,Intervention for Students with Severe Disabilities,"['SPLED 418', 'SPLED 404', 'SPLED 412', 'SPLED 454', 'SPLED 495E']",['or']
SPLED 412,Instruction for Students with Mild Disabilities,"['SPLED 395W', 'SPLED 401', 'SPLED 425', 'SPLED 418', 'SPLED 404', 'SPLED 411', 'SPLED 454', 'SPLED 495E']","['or', 'and', 'and']"
SPLED 415,Early Intervention and Early Childhood Special Education (EI/ECSE),[],[]
SPLED 418,Technologies for Persons with Disabilities,"['SPLED 395W', 'SPLED 425', 'SPLED 415', 'SPLED 401']",[]
SPLED 419,Assistive Technology for General Education Teachers,"['EDPSY 10', 'EDPSY 11', 'EDPSY 14', 'HDFS 129', 'HDFS 229', 'HDFS 239']","['or', 'or', 'or', 'or', 'or', 'or']"
SPLED 420,Culture & Disability: Study Abroad in Ireland,['RHS 420'],[]
SPLED 425,"Foundations of Special Education, Etiologies, Law, and Implications for Practice","['SPLED 395W', 'SPLED 401', 'SPLED 418']",['and']
SPLED 454,Assessment for Instruction,"['SPLED 395W', 'SPLED 401', 'SPLED 425', 'SPLED 418', 'SPLED 404', 'SPLED 411', 'SPLED 412', 'SPLED 495E']","['or', 'and']"
SPLED 461,Introduction to Autism Spectrum Disorders: Issues and Concerns,[],[]
SPLED 462,Autism and Applied Behavior Analysis,[],[]
SPLED 463,Communication and Social Competence,[],[]
SPLED 464,Assessment and Curriculum,[],[]
SPLED 495,**SPECIAL TOPICS**,[],[]
SPLED 495D,Professional Development for Special Education Teacher Candidates,"['SPLED 409A', '409B', '409C', '495G', 'SPLED 495F']","['or', 'and']"
SPLED 495E,Experience with Exceptional Children,"['SPLED 395W', 'SPLED 401', 'SPLED 425', 'SPLED 404', 'SPLED 411', 'SPLED 412', 'SPLED 454']",['or']
SPLED 495F,Practicum in Special Education,"['SPLED 409A', '409B', '409C', '495G']","['or', 'and', 'and']"
SPLED 495G,Experience with an Integrated Inclusion Classroom,"['SPLED 409A', 'SPLED 409B', 'SPLED 409C']",[]
SPLED 496,Independent Studies,[],[]
SPLED 497,Special Topics,[],[]
SPLED 498,Special Topics,[],[]
PLSC 1,"American Politics: Principles, Processes and Powers",[],[]
PLSC 1H,"American Politics: Principles, Processes and Powers",[],[]
PLSC 1S,"American Politics: Principles, Processes and Powers",[],[]
PLSC 3,Comparing Politics around the Globe,[],[]
PLSC 3H,Comparing Politics around the Globe,[],[]
PLSC 7N,Contemporary Political Ideologies,[],[]
PLSC 10,Scientific Study of Politics,[],[]
PLSC 14,International Relations,[],[]
PLSC 14H,International Relations Honors,[],[]
PLSC 17N,Introduction to Political Theory,[],[]
PLSC 17W,Introduction to Political Theory,[],[]
PLSC 60N,Society and Cultures in Modern Israel,"['ANTH 60N', 'JST 60N', 'SOC 60N']",[]
PLSC 83S,First-Year Seminar in Political Science,[],[]
PLSC 90,Introduction to Security,[],[]
PLSC 111,Debating the Purpose of Government,[],[]
PLSC 112N,"Ethics in Citizenship, Politics, and Government",[],[]
PLSC 114,Winning Political Support Through Persuasion,['PHIL 10'],[]
PLSC 120N,"State, Society, and Public Policy",[],[]
PLSC 125,Pennsylvania Government and Politics,[],[]
PLSC 132,The Politics of International Intolerance,[],[]
